step,epoch,loss,inv,var,cov,lr,ema_tau,std_z,std_z_t,batch_sim,sec_per_step
625,6,0.2522917091846466,0.2065446674823761,8.559785783290863e-06,0.045738499611616135,0.0009995728791936504,0.9900960735979838,0.05154382437467575,0.051192592829465866,-0.023264169692993164,0.0367
650,6,0.22184030711650848,0.18078073859214783,6.115685209806543e-06,0.04105345532298088,0.0009993849845741523,0.9901038859468911,0.051380377262830734,0.05145379900932312,-0.01869499683380127,0.0367
675,6,0.2652445435523987,0.2239370346069336,8.334716767421924e-06,0.04129919409751892,0.0009991629576543164,0.9901120003111761,0.05150444433093071,0.051462799310684204,-0.022232137620449066,0.0367
700,6,0.23402778804302216,0.191203773021698,5.78460003453074e-06,0.042818229645490646,0.0009989068136093873,0.9901204161903062,0.05164226144552231,0.0513940155506134,-0.02626708894968033,0.0366
725,7,0.22745370864868164,0.18471994996070862,8.44104215502739e-06,0.042725320905447006,0.0009986165699464706,0.9901291330651507,0.05141245573759079,0.051324740052223206,-0.018386859446763992,0.0366
750,7,0.23752200603485107,0.1957397758960724,5.344239525584271e-06,0.0417768731713295,0.000998292246503335,0.9901381503980116,0.051415394991636276,0.051474716514348984,-0.019352057948708534,0.0366
775,7,0.22435282170772552,0.18522067368030548,5.519948899745941e-06,0.03912663459777832,0.0009979338654470568,0.9901474676326573,0.05155486613512039,0.05137712508440018,-0.023001963272690773,0.0366
800,7,0.23655621707439423,0.19638825953006744,6.462602868850809e-06,0.040161486715078354,0.0009975414512725057,0.9901570841943569,0.051359593868255615,0.05128706619143486,-0.01760135032236576,0.0367
825,8,0.24819451570510864,0.20844244956970215,7.533778898505261e-06,0.03974452242255211,0.000997115030800669,0.9901669994899155,0.05151441693305969,0.05123564228415489,-0.02174130082130432,0.0366
850,8,0.22816331684589386,0.18913565576076508,4.684863142756512e-06,0.03902297839522362,0.0009966546331768192,0.990177212907711,0.0514998659491539,0.05157547444105148,-0.022222349420189857,0.0366
875,8,0.21731609106063843,0.18212184309959412,7.489696145057678e-06,0.03518674895167351,0.0009961602898685225,0.9901877238177318,0.05132679268717766,0.05125737935304642,-0.016383247449994087,0.0367
900,8,0.22903728485107422,0.19071298837661743,8.124392479658127e-06,0.03831617161631584,0.0009956320346634876,0.9901985315716153,0.05141801759600639,0.05146808549761772,-0.019832341000437737,0.0367
925,9,0.20795992016792297,0.16699892282485962,7.3544993028917816e-06,0.040953632444143295,0.000995069903667256,0.9902096355026884,0.0514996275305748,0.051438551396131516,-0.021123243495821953,0.0368
950,9,0.22134371101856232,0.1845054030418396,4.943305157212308e-06,0.03683336079120636,0.0009944739353007343,0.9902210349260083,0.05148109048604965,0.05138705298304558,-0.020436666905879974,0.0369
975,9,0.23728910088539124,0.19963230192661285,7.9843839557725e-06,0.03764880448579788,0.0009938441702975688,0.990232729138405,0.051472630351781845,0.05138156935572624,-0.019975699484348297,0.0369
1000,9,0.22271552681922913,0.18492509424686432,6.70040026307106e-06,0.037783730775117874,0.0009931806517013613,0.9902447174185243,0.05142178386449814,0.05143943428993225,-0.018640175461769104,0.037
1025,10,0.20612481236457825,0.17194852232933044,7.907084182079416e-06,0.03416837379336357,0.000992483424862726,0.9902569990268725,0.051346711814403534,0.05123460292816162,-0.016645565629005432,0.037
1050,10,0.2009926736354828,0.1644132435321808,5.643970325763803e-06,0.036573782563209534,0.0009917525374361913,0.9902695732058623,0.0515231192111969,0.051428817212581635,-0.022025058045983315,0.0371
1075,10,0.22116334736347198,0.18497376143932343,5.666477136401227e-06,0.0361839197576046,0.000990988039376942,0.990282439179859,0.051446907222270966,0.05139093101024628,-0.020892983302474022,0.0371
1100,10,0.18619731068611145,0.15029332041740417,7.644141078344546e-06,0.03589634597301483,0.0009901899829374047,0.9902955961552289,0.051325440406799316,0.05127890035510063,-0.0165045615285635,0.0371
1125,11,0.20753361284732819,0.1708657145500183,6.662992291239789e-06,0.036661241203546524,0.0009893584226636774,0.9903090433203876,0.051544494926929474,0.05144421383738518,-0.022478584200143814,0.0371
1150,11,0.21279117465019226,0.17540359497070312,5.183741450309753e-06,0.037382401525974274,0.0009884934153917997,0.9903227798458507,0.05133742839097977,0.051286838948726654,-0.016254166141152382,0.0371
1175,11,0.21749044954776764,0.1770462989807129,7.401376024063211e-06,0.040436744689941406,0.00098759502024387,0.9903368048842845,0.05139224976301193,0.05120782181620598,-0.016309352591633797,0.0372
1200,11,0.20055554807186127,0.16152076423168182,5.896048151043942e-06,0.03902887925505638,0.000986663298624003,0.9903511175705587,0.05146278068423271,0.05126897618174553,-0.019703980535268784,0.0372
1225,12,0.1926519274711609,0.1558321714401245,4.502634510572534e-06,0.036815252155065536,0.0009856983142141338,0.9903657170217994,0.0513019934296608,0.05121052265167236,-0.014088775031268597,0.0372
1250,12,0.1981278657913208,0.16382138431072235,3.026643298653653e-06,0.0343034565448761,0.0009847001329696653,0.9903806023374435,0.05141885578632355,0.05123630911111832,-0.018540194258093834,0.0372
1275,12,0.1992698311805725,0.16565504670143127,5.202367901802063e-06,0.033609580248594284,0.0009836688231149593,0.9903957725992949,0.05139268562197685,0.05125097557902336,-0.01778695359826088,0.0374
1300,12,0.17263083159923553,0.13943737745285034,3.953154191549402e-06,0.033189501613378525,0.0009826044551386743,0.9904112268715801,0.05141138285398483,0.05137728154659271,-0.01797492988407612,0.0374
1325,13,0.19004680216312408,0.15762102603912354,5.248778961686185e-06,0.03242053464055061,0.000981507101788948,0.990426964201007,0.05150365084409714,0.051310788840055466,-0.020852861925959587,0.0375
1350,13,0.19744110107421875,0.16428779065608978,7.514997378166299e-06,0.033145803958177567,0.0009803768380684242,0.9904429836168228,0.05146566033363342,0.05135264992713928,-0.01989876478910446,0.0375
1375,13,0.17538291215896606,0.1398448944091797,3.7093027458467986e-06,0.03553431108593941,0.0009792137412291265,0.9904592841308746,0.051453083753585815,0.051303766667842865,-0.018832644447684288,0.0376
1400,13,0.17092545330524445,0.13939979672431946,4.871127657679608e-06,0.0315207801759243,0.0009780178907671788,0.9904758647376699,0.05136289447546005,0.05129414051771164,-0.016911625862121582,0.0379
1425,14,0.17221422493457794,0.13944858312606812,6.356276571750641e-06,0.032759279012680054,0.0009767893684173722,0.9904927244144388,0.05139100179076195,0.05129530280828476,-0.016762491315603256,0.0381
1450,14,0.14664381742477417,0.11577609181404114,5.474314093589783e-06,0.030862245708703995,0.0009755282581475768,0.990509862121197,0.05135104060173035,0.05140206217765808,-0.0153418630361557,0.0382
1475,14,0.25724443793296814,0.22136777639389038,3.437511622905731e-06,0.03587321564555168,0.0009742346461530047,0.9905272768008099,0.0514303557574749,0.051148127764463425,-0.017801368609070778,0.0382
1500,14,0.16481149196624756,0.13106516003608704,4.300537511880975e-06,0.0337420217692852,0.0009729086208503173,0.9905449673790582,0.051403723657131195,0.05136893317103386,-0.017039936035871506,0.0384
1525,15,0.16970518231391907,0.13740456104278564,5.4001188800612e-06,0.03229523450136185,0.0009715502728715826,0.9905629327647035,0.05142957717180252,0.05124867707490921,-0.018079999834299088,0.0385
1550,15,0.19577129185199738,0.16115111112594604,5.718941793020349e-06,0.034614454954862595,0.0009701596950580807,0.9905811718495565,0.05128081887960434,0.05121726915240288,-0.013131976127624512,0.0386
1575,15,0.19926035404205322,0.16540953516960144,5.961395800113678e-06,0.03384486585855484,0.0009687369824539577,0.9905996835085443,0.051431626081466675,0.051405083388090134,-0.017862370237708092,0.0386
1600,15,0.18069787323474884,0.14948929846286774,4.119860932405572e-06,0.03120446763932705,0.0009672822322997304,0.9906184665997807,0.051205508410930634,0.05116233229637146,-0.010018088854849339,0.0386
1625,16,0.19370120763778687,0.1612519919872284,4.0953359530249145e-06,0.03244512155652046,0.0009657955440256395,0.990637519964636,0.05140014737844467,0.051356345415115356,-0.01635213941335678,0.0387
1650,16,0.18274903297424316,0.14738762378692627,4.811833605344873e-06,0.03535659611225128,0.0009642770192448536,0.990656842427809,0.05136890336871147,0.05119121074676514,-0.015464468859136105,0.0388
1675,16,0.1575421392917633,0.12472864240407944,5.472141310747247e-06,0.032808031886816025,0.0009627267617465243,0.9906764327973993,0.051451943814754486,0.051326118409633636,-0.0181479100137949,0.0389
1700,16,0.14416369795799255,0.11557915061712265,4.291689947422128e-06,0.028580263257026672,0.0009611448774886924,0.9906962898649803,0.05150393396615982,0.051474206149578094,-0.02018810622394085,0.0389
1725,17,0.15745456516742706,0.12795180082321167,4.59266220786958e-06,0.02949817292392254,0.0009595314745910455,0.9907164124056748,0.051400285214185715,0.05127423256635666,-0.016251185908913612,0.039
1750,17,0.17100396752357483,0.13983213901519775,6.2628341765957884e-06,0.03116556815803051,0.0009578866633275287,0.9907367991782295,0.05137035250663757,0.05136703699827194,-0.015864429995417595,0.0391
1775,17,0.16078931093215942,0.1272156536579132,5.043577402830124e-06,0.033568620681762695,0.0009562105561188068,0.9907574489250924,0.051349274814128876,0.051218196749687195,-0.015736622735857964,0.0392
1800,17,0.13500292599201202,0.10339246690273285,5.989335477352142e-06,0.03160446882247925,0.0009545032675245813,0.9907783603724899,0.051322128623723984,0.05132573843002319,-0.01314576156437397,0.0393
1825,18,0.17542895674705505,0.14480292797088623,6.607889190490823e-06,0.0306194256991148,0.0009527649142357595,0.9907995322305053,0.05124276503920555,0.051271867007017136,-0.011309945955872536,0.0394
1850,18,0.189963698387146,0.16133229434490204,5.659492217091611e-06,0.028625739738345146,0.0009509956150664796,0.9908209631931586,0.05124768614768982,0.051295649260282516,-0.010957619175314903,0.0395
1875,18,0.1729675531387329,0.14418154954910278,3.0403025448322296e-06,0.028782963752746582,0.0009491954909459895,0.9908426519384873,0.05122171342372894,0.0511055588722229,-0.01036084070801735,0.0395
1900,18,0.18980948626995087,0.15714731812477112,3.8755438254156616e-06,0.03265829384326935,0.0009473646649103818,0.9908645971286272,0.05122939869761467,0.05129660665988922,-0.011011932976543903,0.0395
1925,19,0.14648625254631042,0.11678805947303772,3.4008796774287475e-06,0.02969479002058506,0.0009455032620941839,0.9908867974098957,0.051344528794288635,0.051167696714401245,-0.014569001272320747,0.0395
1950,19,0.15575243532657623,0.1249856948852539,4.777064077643445e-06,0.03076196275651455,0.000943611409721806,0.9909092514128749,0.051369696855545044,0.051388662308454514,-0.015147349797189236,0.0396
1975,19,0.14843687415122986,0.1176026463508606,6.559615485457471e-06,0.030827676877379417,0.0009416892370988444,0.9909319577524961,0.0512111596763134,0.05114951729774475,-0.009902208112180233,0.0397
2000,19,0.15417370200157166,0.12180895358324051,5.700470410374692e-06,0.0323590412735939,0.0009397368756032445,0.9909549150281253,0.05127285048365593,0.051174096763134,-0.012301633134484291,0.0398
2025,20,0.1726364642381668,0.13785043358802795,3.0868686735630035e-06,0.03478294238448143,0.0009377544586763215,0.9909781218236495,0.05125020444393158,0.05121719837188721,-0.011241667903959751,0.0399
2050,20,0.1710217297077179,0.13885657489299774,6.108079105615616e-06,0.032159045338630676,0.0009357421218136386,0.9910015767075645,0.05140659213066101,0.05107485502958298,-0.015766311436891556,0.0399
2075,20,0.14901405572891235,0.11951694637537003,4.412296220834833e-06,0.029492700472474098,0.0009337000025557476,0.9910252782330624,0.051265012472867966,0.051095105707645416,-0.011401796713471413,0.0401
2100,20,0.14893615245819092,0.11999854445457458,5.034109108237317e-06,0.02893257699906826,0.000931628240478787,0.9910492249381215,0.051326535642147064,0.051253318786621094,-0.013782194815576077,0.0402
2125,21,0.16652649641036987,0.1369798332452774,5.49278547623544e-06,0.029541170224547386,0.0009295269771849426,0.9910734153455962,0.05138174816966057,0.05133932828903198,-0.014960922300815582,0.0403
2150,21,0.16001620888710022,0.1273292899131775,4.8455162868776824e-06,0.03268206864595413,0.0009273963562927695,0.9910978479633084,0.05137213319540024,0.05121681094169617,-0.01495841983705759,0.0404
2175,21,0.15835821628570557,0.1285160481929779,4.5173801481723785e-06,0.029837651178240776,0.0009252365234273754,0.9911225212841388,0.05118606612086296,0.05108121037483215,-0.008300230838358402,0.0405
2200,21,0.16901671886444092,0.13899023830890656,3.4289746508875396e-06,0.030023057013750076,0.0009230476262104677,0.991147433786121,0.051310114562511444,0.05135374888777733,-0.012845666147768497,0.0406
2225,22,0.16614581644535065,0.13733676075935364,4.873766556556802e-06,0.02880418859422207,0.0009208298142502635,0.9911725839325346,0.05139955133199692,0.05137742683291435,-0.01566598378121853,0.0406
2250,22,0.11974863708019257,0.09102243930101395,6.0996972024440765e-06,0.028720099478960037,0.0009185832391312643,0.9911979701719998,0.05131542682647705,0.051158539950847626,-0.012996976263821125,0.0407
2275,22,0.17426393926143646,0.14267373085021973,6.3617094383516815e-06,0.03158384561538696,0.0009163080544038952,0.991223590938574,0.05137920379638672,0.05130743980407715,-0.015808070078492165,0.0409
2300,22,0.1540890485048294,0.12474143505096436,3.27499583363533e-06,0.029344329610466957,0.00091400441557401,0.9912494446518477,0.05134683474898338,0.05126030370593071,-0.013819767162203789,0.041
2325,23,0.16040483117103577,0.13034863770008087,4.245433956384659e-06,0.0300519447773695,0.0009116724800922629,0.9912755297170419,0.05127017945051193,0.051019005477428436,-0.010992060415446758,0.0411
2350,23,0.14497379958629608,0.11653304100036621,5.67811866858392e-06,0.028435075655579567,0.0009093124073433463,0.991301844525107,0.05125954747200012,0.05122235417366028,-0.011535621248185635,0.0412
2375,23,0.15851305425167084,0.12679404020309448,5.576759576797485e-06,0.031713444739580154,0.0009069243586350975,0.9913283874528216,0.051258038729429245,0.051214586943387985,-0.011365238577127457,0.0412
2400,23,0.15793393552303314,0.13042905926704407,2.529006451368332e-06,0.02750234119594097,0.0009045084971874737,0.9913551568628929,0.05115869641304016,0.051190197467803955,-0.008172177709639072,0.0412
2425,24,0.19333164393901825,0.1613205522298813,5.231394425209146e-06,0.03200586512684822,0.0009020649881213959,0.9913821511040577,0.05110274255275726,0.05097579210996628,-0.0058992779813706875,0.0412
2450,24,0.17409825325012207,0.1438073068857193,3.5023938380618347e-06,0.030287444591522217,0.0008995939984474624,0.991409368511184,0.051314011216163635,0.05120659992098808,-0.012683866545557976,0.0412
2475,24,0.1645112782716751,0.13675528764724731,4.34958701589494e-06,0.027751639485359192,0.0008970956970545355,0.991436807405374,0.05125357210636139,0.051195185631513596,-0.010409153066575527,0.0413
2500,24,0.1627548187971115,0.13272634148597717,3.6029766761203064e-06,0.03002486564218998,0.0008945702546981969,0.9914644660940672,0.051177944988012314,0.050970327109098434,-0.00826418586075306,0.0413
2525,25,0.1834094524383545,0.1514640897512436,4.731274202640634e-06,0.03194061666727066,0.0008920178439890765,0.9914923428711457,0.051307450979948044,0.05120648443698883,-0.012541989795863628,0.0414
2550,25,0.1572779268026352,0.1288723647594452,5.031780801800778e-06,0.028400519862771034,0.0008894386393810563,0.9915204360170384,0.051263801753520966,0.05132501944899559,-0.011397546157240868,0.0415
2575,25,0.18157318234443665,0.1515253186225891,5.398876965045929e-06,0.030042463913559914,0.0008868328171593447,0.9915487437988278,0.0512213334441185,0.05104513093829155,-0.009797940030694008,0.0416
2600,25,0.1729155033826828,0.14253732562065125,3.4167121611972107e-06,0.030374759808182716,0.0008842005554284296,0.9915772644703565,0.0512378066778183,0.05124584957957268,-0.009753848426043987,0.0417
2625,26,0.15737350285053253,0.12538844347000122,5.560306362895062e-06,0.031979501247406006,0.0008815420340999033,0.9916059962723353,0.051232121884822845,0.05112573504447937,-0.01073849480599165,0.0418
2650,26,0.15704882144927979,0.1264873743057251,5.708386652258923e-06,0.030555738136172295,0.0008788574348801675,0.9916349374324511,0.051222413778305054,0.0511152446269989,-0.009980818256735802,0.0418
2675,26,0.14541202783584595,0.11382457613945007,6.188794031913858e-06,0.03158126398921013,0.0008761469412580125,0.991664086165477,0.05124104022979736,0.05128967761993408,-0.010288617573678493,0.0419
2700,26,0.1651858538389206,0.1343952715396881,3.1719296202936675e-06,0.030787408351898193,0.000873410738492077,0.9916934406733817,0.051132749766111374,0.05097883194684982,-0.006453966721892357,0.042
2725,27,0.15258170664310455,0.12485890835523605,4.21299318986712e-06,0.02771858684718609,0.0008706490135981855,0.991722999145441,0.051331352442502975,0.05121961236000061,-0.01287845242768526,0.042
2750,27,0.13560909032821655,0.10720832645893097,3.7175293527980102e-06,0.028397053480148315,0.0008678619553365659,0.9917527597583491,0.05117010325193405,0.05104764550924301,-0.0077760666608810425,0.042
2775,27,0.19114769995212555,0.16153840720653534,5.424333267001202e-06,0.0296038631349802,0.0008650497541989482,0.9917827206763311,0.051186516880989075,0.05104482173919678,-0.007734598126262426,0.042
2800,27,0.17372113466262817,0.14166611433029175,5.446064278658014e-06,0.032049573957920074,0.0008622126023955446,0.9918128800512566,0.051193177700042725,0.05111992359161377,-0.00879378616809845,0.042
2825,28,0.15035024285316467,0.11746954172849655,3.0275746212282684e-06,0.03287768363952637,0.000859350693841912,0.9918432360227531,0.05103534460067749,0.05105627328157425,-0.002991659101098776,0.0421
2850,28,0.1268933266401291,0.10026004165410995,5.5353157222270966e-06,0.02662774920463562,0.0008564642241456986,0.9918737867183215,0.05119677633047104,0.05114685744047165,-0.008308201096951962,0.0421
2875,28,0.1293533444404602,0.10220623016357422,4.951066330249887e-06,0.02714216709136963,0.0008535533905932737,0.9919045302534508,0.05125560984015465,0.05121932178735733,-0.010387352667748928,0.0421
2900,28,0.1729956567287445,0.1457710564136505,4.231464117765427e-06,0.02722037397325039,0.0008506183921362443,0.9919354647317351,0.0512579046189785,0.05117381364107132,-0.01010466180741787,0.0421
2925,29,0.13422319293022156,0.10531333833932877,4.2912242861348204e-06,0.028905555605888367,0.0008476594293778561,0.99196658824499,0.051308419555425644,0.051268793642520905,-0.012207887135446072,0.0422
2950,29,0.13641905784606934,0.10847881436347961,4.985680334357312e-06,0.027935264632105827,0.0008446767045592829,0.9919978988733705,0.05112762749195099,0.05115366727113724,-0.007017832715064287,0.0423
2975,29,0.1448754370212555,0.11680150032043457,4.062118932779413e-06,0.0280698724091053,0.0008416704215458042,0.9920293946854898,0.051254600286483765,0.05109298974275589,-0.010449220426380634,0.0424
3000,29,0.14134380221366882,0.11491049826145172,3.908605776814511e-06,0.02642938494682312,0.0008386407858128706,0.9920610737385376,0.05123947560787201,0.05110887438058853,-0.010033232159912586,0.0425
3025,30,0.16421648859977722,0.13531018793582916,3.893083885486703e-06,0.028902411460876465,0.0008355880044320598,0.9920929340784008,0.05124703049659729,0.05110707879066467,-0.010111331939697266,0.0425
3050,30,0.12393125891685486,0.09458622336387634,3.817801825789502e-06,0.02934122085571289,0.0008325122860569241,0.9921249737397836,0.05125586688518524,0.051204875111579895,-0.010584089905023575,0.0425
3075,30,0.13713565468788147,0.10986186563968658,5.1157549023628235e-06,0.02726866863667965,0.0008294138409087289,0.9921571907463287,0.05117417499423027,0.05110558494925499,-0.007066513877362013,0.0425
3100,30,0.13380147516727448,0.1049763411283493,3.229671619919827e-06,0.028821906074881554,0.0008262928807620843,0.9921895831107393,0.051087867468595505,0.05088108405470848,-0.00559792248532176,0.0425
3125,31,0.14549659192562103,0.11362776905298233,3.528470870151068e-06,0.03186529502272606,0.0008231496189304704,0.992222148834902,0.051068902015686035,0.05107864737510681,-0.0043728831224143505,0.0425
3150,31,0.1550903171300888,0.12669220566749573,3.419661425141385e-06,0.028394699096679688,0.0008199842702516583,0.9922548859100093,0.051079586148262024,0.05106905847787857,-0.004407798405736685,0.0426
3175,31,0.13218984007835388,0.10699670016765594,3.6192748211760772e-06,0.02518952451646328,0.0008167970510730252,0.9922877923166844,0.05104529485106468,0.050989918410778046,-0.003907470498234034,0.0428
3200,31,0.13059109449386597,0.10272946953773499,4.419591277837753e-06,0.027857203036546707,0.0008135881792367685,0.992320866025105,0.05120665580034256,0.05117904767394066,-0.008832525461912155,0.0428
3225,32,0.1372133493423462,0.1057354286313057,4.198402166366577e-06,0.03147372603416443,0.0008103578740650156,0.992354104995129,0.05123860388994217,0.05104615539312363,-0.009637953713536263,0.0428
3250,32,0.15554863214492798,0.12800565361976624,3.791103836192633e-06,0.027539188042283058,0.000807106356344834,0.9923875071764202,0.051155608147382736,0.0509365014731884,-0.008861841633915901,0.0429
3275,32,0.15669500827789307,0.1265755146741867,4.323509983805707e-06,0.030115170404314995,0.0008038338483131407,0.9924210705085748,0.05117575824260712,0.05091326683759689,-0.007810816168785095,0.0429
3300,32,0.152166485786438,0.1223256066441536,5.107528522785287e-06,0.0298357754945755,0.0008005405736415125,0.9924547929212482,0.05121607705950737,0.05119509994983673,-0.00874571967869997,0.0429
3325,33,0.14391449093818665,0.11501603573560715,3.741122782230377e-06,0.028894713148474693,0.0007972267574208991,0.9924886723342832,0.05116712674498558,0.051048606634140015,-0.007864839397370815,0.043
3350,33,0.12002069503068924,0.09289298206567764,3.0555142984667327e-06,0.02712465636432171,0.0007938926261462366,0.9925227066578379,0.05119108408689499,0.05099796876311302,-0.008058789186179638,0.0431
3375,33,0.13185186684131622,0.10517799109220505,3.453499402894522e-06,0.026670414954423904,0.0007905384077009691,0.9925568937925152,0.05124317854642868,0.05107216536998749,-0.01001749001443386,0.0431
3400,33,0.12601251900196075,0.09798993915319443,2.999945309056784e-06,0.028019582852721214,0.0007871643313414718,0.9925912316294914,0.051056958734989166,0.05104769021272659,-0.0031548282131552696,0.0431
3425,34,0.14108158648014069,0.11044254153966904,3.6514054500003112e-06,0.030635390430688858,0.0007837706276813818,0.992625718050647,0.051158469170331955,0.051041003316640854,-0.006265365052968264,0.0432
3450,34,0.12942689657211304,0.1013789027929306,3.796226110353018e-06,0.028044188395142555,0.0007803575286758365,0.9926603509286971,0.05100678652524948,0.05111340805888176,-0.0017905078129842877,0.0432
3475,34,0.129510760307312,0.0974082350730896,3.9517572076874785e-06,0.032098572701215744,0.0007769252676056187,0.9926951281273226,0.05122867971658707,0.05102604627609253,-0.008958764374256134,0.0432
3500,34,0.1066427007317543,0.07981500029563904,3.257145635870984e-06,0.02682444453239441,0.0007734740790612135,0.9927300475013022,0.05125361680984497,0.05112692341208458,-0.0099540576338768,0.0432
3525,35,0.14184190332889557,0.11709211021661758,3.5436823964118958e-06,0.02474624291062355,0.0007700041989267736,0.9927651068966444,0.0510542206466198,0.05108226463198662,-0.0029519463423639536,0.0432
3550,35,0.1478799432516098,0.11984781920909882,2.8161643967905547e-06,0.0280293058604002,0.0007665158643639969,0.9928003041507204,0.05111519619822502,0.050957780331373215,-0.005248028319329023,0.0433
3575,35,0.14673495292663574,0.11695147305727005,1.7136335372924805e-06,0.02978176437318325,0.0007630093137959171,0.992835637092398,0.051203690469264984,0.05114539712667465,-0.008474800735712051,0.0433
3600,35,0.1044590026140213,0.08016056567430496,3.2327759527106537e-06,0.024295201525092125,0.0007594847868906076,0.9928711035421747,0.05118178948760033,0.05113893747329712,-0.00812378991395235,0.0434
3625,36,0.11880289018154144,0.0937100201845169,1.4922892432878143e-06,0.025091378018260002,0.0007559425245448005,0.9929067013123128,0.0511016808450222,0.051039110869169235,-0.005200743209570646,0.0435
3650,36,0.11050470173358917,0.0836406797170639,4.337790414865594e-06,0.02685968391597271,0.000752382768867422,0.9929424282069744,0.05115404725074768,0.051048725843429565,-0.006645838730037212,0.0436
3675,36,0.10715724527835846,0.07980076968669891,4.153077952651074e-06,0.02735232375562191,0.0007488057631630437,0.9929782820223563,0.05112174153327942,0.05112152546644211,-0.005652613937854767,0.0437
